2.0205, 0.0643, -0.0068, 0.9984
2.0256, 0.0642, -0.0072, 0.9982
2.0306, 0.0643, -0.0080, 0.9974
2.0356, 0.0644, -0.0085, 0.9961
2.0406, 0.0642, -0.0085, 0.9949
2.0456, 0.0643, -0.0086, 0.9950
2.0506, 0.0647, -0.0087, 0.9961
2.0556, 0.0653, -0.0087, 0.9982
2.0607, 0.0655, -0.0085, 1.0000
2.0657, 0.0654, -0.0084, 1.0006
2.0707, 0.0655, -0.0081, 0.9996
2.0757, 0.0653, -0.0073, 0.9984
2.0807, 0.0649, -0.0073, 0.9976
2.0857, 0.0648, -0.0078, 0.9978
2.0908, 0.0642, -0.0088, 0.9978
2.0958, 0.0638, -0.0093, 0.9974
2.1008, 0.0633, -0.0088, 0.9975
2.1058, 0.0631, -0.0083, 0.9979
2.1108, 0.0631, -0.0085, 0.9987
2.1159, 0.0635, -0.0089, 0.9992
2.1209, 0.0637, -0.0090, 0.9996
2.1259, 0.0643, -0.0096, 0.9994
2.1309, 0.0649, -0.0104, 0.9984
2.1359, 0.0653, -0.0108, 0.9971
2.1410, 0.0652, -0.0109, 0.9962
2.1460, 0.0653, -0.0105, 0.9949
2.1510, 0.0649, -0.0102, 0.9942
2.1560, 0.0647, -0.0097, 0.9944
2.1610, 0.0645, -0.0093, 0.9946
2.1660, 0.0641, -0.0094, 0.9954
2.1711, 0.0640, -0.0094, 0.9964
2.1761, 0.0639, -0.0094, 0.9971
2.1811, 0.0638, -0.0096, 0.9977
2.1861, 0.0639, -0.0092, 0.9986
2.1911, 0.0642, -0.0087, 0.9988
2.1962, 0.0642, -0.0086, 0.9986
2.2012, 0.0642, -0.0087, 0.9984
2.2062, 0.0640, -0.0088, 0.9984
2.2112, 0.0641, -0.0093, 0.9979
2.2162, 0.0642, -0.0097, 0.9980
2.2212, 0.0644, -0.0096, 0.9984
2.2263, 0.0649, -0.0092, 0.9987
2.2313, 0.0650, -0.0092, 0.9989
2.2363, 0.0647, -0.0095, 0.9995
2.2413, 0.0644, -0.0092, 0.9994
2.2463, 0.0640, -0.0087, 0.9988
2.2513, 0.0637, -0.0083, 0.9985
2.2564, 0.0638, -0.0082, 0.9977
2.2614, 0.0640, -0.0081, 0.9970
2.2664, 0.0639, -0.0076, 0.9970
2.2714, 0.0636, -0.0075, 0.9968
2.2764, 0.0633, -0.0073, 0.9963
2.2814, 0.0630, -0.0074, 0.9954
2.2865, 0.0628, -0.0079, 0.9953
2.2915, 0.0629, -0.0078, 0.9955
2.2965, 0.0631, -0.0075, 0.9965
2.3015, 0.0634, -0.0074, 0.9975
2.3065, 0.0636, -0.0074, 0.9982
2.3116, 0.0636, -0.0081, 0.9979
2.3166, 0.0640, -0.0086, 0.9981
2.3216, 0.0640, -0.0089, 0.9983
2.3266, 0.0644, -0.0093, 0.9980
2.3316, 0.0647, -0.0098, 0.9971
2.3366, 0.0650, -0.0103, 0.9959
2.3417, 0.0647, -0.0106, 0.9954
2.3467, 0.0645, -0.0108, 0.9961
2.3517, 0.0642, -0.0107, 0.9974
2.3567, 0.0642, -0.0105, 0.9975
2.3617, 0.0641, -0.0103, 0.9972
2.3667, 0.0639, -0.0099, 0.9972
2.3718, 0.0639, -0.0095, 0.9982
2.3768, 0.0636, -0.0092, 0.9990
2.3818, 0.0635, -0.0092, 1.0003
2.3868, 0.0632, -0.0091, 1.0010
2.3918, 0.0630, -0.0091, 1.0006
2.3968, 0.0626, -0.0093, 1.0002
2.4019, 0.0626, -0.0091, 0.9992
2.4069, 0.0630, -0.0089, 0.9986
2.4119, 0.0635, -0.0089, 0.9978
2.4169, 0.0638, -0.0091, 0.9972
2.4219, 0.0637, -0.0093, 0.9965
2.4270, 0.0639, -0.0095, 0.9966
2.4320, 0.0642, -0.0093, 0.9970
2.4370, 0.0644, -0.0091, 0.9979
2.4420, 0.0648, -0.0090, 0.9988
2.4470, 0.0653, -0.0088, 0.9993
2.4521, 0.0655, -0.0081, 0.9987
2.4571, 0.0654, -0.0076, 0.9984
2.4621, 0.0651, -0.0079, 0.9980
2.4671, 0.0645, -0.0088, 0.9983
2.4721, 0.0639, -0.0096, 0.9983
2.4771, 0.0636, -0.0102, 0.9984
2.4822, 0.0629, -0.0103, 0.9985
2.4872, 0.0628, -0.0103, 0.9990
2.4922, 0.0627, -0.0099, 1.0000
2.4972, 0.0627, -0.0092, 1.0011
2.5022, 0.0629, -0.0082, 1.0012
2.5072, 0.0630, -0.0076, 1.0006
2.5123, 0.0633, -0.0074, 1.0001
2.5173, 0.0632, -0.0075, 0.9997
2.5223, 0.0634, -0.0078, 0.9996
2.5273, 0.0637, -0.0082, 0.9995
2.5323, 0.0637, -0.0087, 0.9994
2.5374, 0.0633, -0.0090, 0.9995
2.5424, 0.0634, -0.0092, 0.9990
2.5474, 0.0637, -0.0091, 0.9984
2.5524, 0.0643, -0.0089, 0.9976
2.5574, 0.0652, -0.0089, 0.9971
2.5625, 0.0656, -0.0093, 0.9976
2.5675, 0.0660, -0.0097, 0.9984
2.5725, 0.0662, -0.0098, 0.9992
2.5775, 0.0661, -0.0099, 1.0001
2.5825, 0.0659, -0.0094, 1.0005
2.5875, 0.0656, -0.0091, 1.0006
2.5926, 0.0652, -0.0088, 0.9998
2.5976, 0.0652, -0.0086, 0.9992
2.6026, 0.0650, -0.0087, 0.9986
2.6076, 0.0652, -0.0094, 0.9975
2.6126, 0.0654, -0.0100, 0.9961
2.6176, 0.0652, -0.0103, 0.9952
2.6227, 0.0650, -0.0099, 0.9949
2.6277, 0.0651, -0.0093, 0.9951
2.6327, 0.0649, -0.0086, 0.9954
2.6377, 0.0644, -0.0085, 0.9965
2.6427, 0.0635, -0.0082, 0.9978
2.6478, 0.0633, -0.0078, 0.9985
2.6528, 0.0633, -0.0072, 0.9991
2.6578, 0.0634, -0.0073, 0.9986
2.6628, 0.0637, -0.0078, 0.9980
2.6678, 0.0639, -0.0076, 0.9972
2.6728, 0.0640, -0.0080, 0.9972
2.6778, 0.0642, -0.0083, 0.9978
2.6829, 0.0644, -0.0087, 0.9977
2.6879, 0.0642, -0.0091, 0.9976
2.6929, 0.0644, -0.0092, 0.9976
2.6979, 0.0649, -0.0091, 0.9979
2.7029, 0.0653, -0.0089, 0.9983
2.7079, 0.0657, -0.0086, 0.9986
2.7130, 0.0657, -0.0086, 0.9987
2.7180, 0.0655, -0.0088, 0.9989
2.7230, 0.0650, -0.0090, 0.9995
2.7280, 0.0644, -0.0092, 1.0001
2.7330, 0.0640, -0.0091, 1.0002
2.7380, 0.0639, -0.0089, 0.9995
2.7431, 0.0638, -0.0088, 0.9992
2.7481, 0.0639, -0.0088, 0.9994
2.7531, 0.0642, -0.0083, 0.9994
2.7581, 0.0644, -0.0079, 0.9994
2.7631, 0.0645, -0.0080, 0.9986
2.7682, 0.0644, -0.0081, 0.9979
2.7732, 0.0642, -0.0079, 0.9976
2.7782, 0.0638, -0.0076, 0.9970
2.7832, 0.0636, -0.0075, 0.9972
2.7882, 0.0635, -0.0078, 0.9970
2.7933, 0.0640, -0.0079, 0.9972
2.7983, 0.0646, -0.0086, 0.9978
2.8033, 0.0649, -0.0092, 0.9983
2.8083, 0.0651, -0.0092, 0.9981
2.8133, 0.0654, -0.0094, 0.9981
2.8183, 0.0656, -0.0098, 0.9980
2.8234, 0.0656, -0.0102, 0.9977
2.8284, 0.0651, -0.0104, 0.9978
2.8334, 0.0645, -0.0103, 0.9983
2.8384, 0.0641, -0.0098, 0.9984
2.8434, 0.0641, -0.0093, 0.9981
2.8485, 0.0644, -0.0087, 0.9978
2.8535, 0.0646, -0.0082, 0.9970
2.8585, 0.0643, -0.0076, 0.9965
2.8635, 0.0640, -0.0074, 0.9963
2.8685, 0.0637, -0.0075, 0.9960
2.8735, 0.0639, -0.0078, 0.9961
2.8786, 0.0633, -0.0080, 0.9969
2.8836, 0.0629, -0.0079, 0.9982
2.8886, 0.0629, -0.0077, 0.9990
2.8936, 0.0629, -0.0079, 0.9994
2.8986, 0.0629, -0.0085, 0.9990
2.9036, 0.0634, -0.0086, 0.9986
2.9086, 0.0639, -0.0083, 0.9983
2.9137, 0.0644, -0.0083, 0.9981
2.9187, 0.0647, -0.0082, 0.9988
2.9237, 0.0648, -0.0085, 0.9988
2.9287, 0.0644, -0.0086, 0.9987
2.9338, 0.0638, -0.0085, 0.9985
2.9388, 0.0638, -0.0083, 0.9982
2.9438, 0.0641, -0.0081, 0.9975
2.9488, 0.0643, -0.0079, 0.9966
2.9538, 0.0644, -0.0079, 0.9967
2.9588, 0.0643, -0.0081, 0.9972
2.9639, 0.0643, -0.0083, 0.9980
2.9689, 0.0646, -0.0084, 0.9983
2.9739, 0.0649, -0.0085, 0.9989
2.9789, 0.0647, -0.0086, 0.9995
2.9839, 0.0642, -0.0086, 0.9993
2.9890, 0.0641, -0.0086, 0.9989
2.9940, 0.0642, -0.0086, 0.9982
2.9990, 0.0642, -0.0084, 0.9987
3.0040, 0.0644, -0.0085, 0.9992
3.0090, 0.0648, -0.0085, 0.9994
3.0141, 0.0649, -0.0084, 0.9993
3.0191, 0.0649, -0.0081, 0.9983
3.0241, 0.0650, -0.0077, 0.9973
3.0291, 0.0652, -0.0075, 0.9970
3.0341, 0.0652, -0.0072, 0.9977
3.0392, 0.0649, -0.0070, 0.9984
3.0442, 0.0649, -0.0069, 0.9989
3.0492, 0.0650, -0.0076, 0.9993
3.0542, 0.0650, -0.0081, 0.9986
3.0592, 0.0651, -0.0087, 0.9973
3.0643, 0.0648, -0.0091, 0.9971
3.0693, 0.0648, -0.0090, 0.9977
3.0743, 0.0647, -0.0088, 0.9976
3.0793, 0.0646, -0.0085, 0.9978
3.0843, 0.0642, -0.0085, 0.9979
3.0893, 0.0638, -0.0085, 0.9978
3.0944, 0.0637, -0.0083, 0.9980
3.0994, 0.0637, -0.0089, 0.9976
3.1044, 0.0641, -0.0094, 0.9966
3.1094, 0.0641, -0.0097, 0.9965
3.1144, 0.0638, -0.0101, 0.9972
3.1194, 0.0635, -0.0107, 0.9972
3.1245, 0.0632, -0.0107, 0.9975
3.1295, 0.0629, -0.0105, 0.9975
3.1345, 0.0630, -0.0103, 0.9979
3.1395, 0.0626, -0.0101, 0.9984
3.1445, 0.0626, -0.0102, 0.9981
3.1496, 0.0634, -0.0099, 0.9976
3.1546, 0.0643, -0.0098, 0.9972
3.1596, 0.0649, -0.0101, 0.9971
3.1646, 0.0646, -0.0101, 0.9978
3.1696, 0.0640, -0.0099, 0.9989
3.1746, 0.0637, -0.0096, 0.9989
3.1796, 0.0634, -0.0093, 0.9987
3.1847, 0.0636, -0.0089, 0.9989
3.1897, 0.0641, -0.0084, 0.9993
