0.9468, 1.0418, -0.0106, -0.0440
0.9518, 1.0417, -0.0111, -0.0435
0.9568, 1.0411, -0.0110, -0.0428
0.9618, 1.0407, -0.0110, -0.0423
0.9668, 1.0406, -0.0111, -0.0424
0.9718, 1.0411, -0.0115, -0.0427
0.9768, 1.0418, -0.0119, -0.0430
0.9818, 1.0424, -0.0120, -0.0432
0.9868, 1.0431, -0.0120, -0.0437
0.9919, 1.0436, -0.0118, -0.0439
0.9969, 1.0431, -0.0113, -0.0440
1.0019, 1.0422, -0.0108, -0.0443
1.0069, 1.0411, -0.0108, -0.0443
1.0119, 1.0397, -0.0105, -0.0447
1.0169, 1.0386, -0.0103, -0.0442
1.0220, 1.0381, -0.0106, -0.0443
1.0270, 1.0383, -0.0108, -0.0444
1.0320, 1.0393, -0.0108, -0.0442
1.0370, 1.0405, -0.0104, -0.0436
1.0420, 1.0414, -0.0097, -0.0428
1.0470, 1.0424, -0.0096, -0.0422
1.0521, 1.0430, -0.0098, -0.0417
1.0571, 1.0434, -0.0100, -0.0419
1.0621, 1.0437, -0.0103, -0.0423
1.0671, 1.0439, -0.0105, -0.0423
1.0722, 1.0437, -0.0106, -0.0419
1.0772, 1.0433, -0.0104, -0.0424
1.0822, 1.0426, -0.0105, -0.0428
1.0872, 1.0423, -0.0105, -0.0435
1.0922, 1.0419, -0.0108, -0.0430
1.0972, 1.0418, -0.0114, -0.0423
1.1023, 1.0423, -0.0114, -0.0419
1.1073, 1.0432, -0.0109, -0.0425
1.1123, 1.0446, -0.0107, -0.0437
1.1173, 1.0461, -0.0109, -0.0450
1.1223, 1.0471, -0.0110, -0.0460
1.1274, 1.0465, -0.0111, -0.0462
1.1324, 1.0459, -0.0111, -0.0462
1.1374, 1.0454, -0.0110, -0.0463
1.1424, 1.0443, -0.0105, -0.0461
1.1474, 1.0440, -0.0104, -0.0459
1.1524, 1.0433, -0.0106, -0.0459
1.1575, 1.0422, -0.0107, -0.0458
1.1625, 1.0421, -0.0110, -0.0457
1.1675, 1.0419, -0.0111, -0.0449
1.1725, 1.0418, -0.0110, -0.0437
1.1775, 1.0424, -0.0107, -0.0427
1.1825, 1.0441, -0.0105, -0.0418
1.1876, 1.0446, -0.0109, -0.0409
1.1926, 1.0423, -0.0109, -0.0399
1.1976, 1.0403, -0.0108, -0.0400
1.2026, 1.0383, -0.0107, -0.0401
1.2076, 1.0369, -0.0114, -0.0399
1.2127, 1.0353, -0.0121, -0.0395
1.2177, 1.0356, -0.0122, -0.0392
1.2227, 1.0377, -0.0121, -0.0397
1.2277, 1.0404, -0.0121, -0.0406
1.2327, 1.0428, -0.0120, -0.0413
1.2377, 1.0443, -0.0118, -0.0419
1.2428, 1.0455, -0.0113, -0.0428
1.2478, 1.0447, -0.0107, -0.0438
1.2528, 1.0424, -0.0103, -0.0443
1.2578, 1.0404, -0.0099, -0.0448
1.2628, 1.0389, -0.0094, -0.0449
